4906,4858,4810,4970  4917  4905  5300,0.37593,

"id","o_node","d_node","neighbors","distance",
5034,490,448,1297  6555,0.30266,

"id","o_node","d_node","neighbors","distance",
5177,5016,5117,5300  5634  5979,0.23426,

"id","o_node","d_node","neighbors","distance",
5296,5102,5272,5517  5515  5516,0.47392,

"id","o_node","d_node","neighbors","distance",
5300,5117,4858,4970  4917  4905  4906  5177  5979,1.4837,

"id","o_node","d_node","neighbors","distance",
5425,5203,5242,5478  4385,0.11281,

"id","o_node","d_node","neighbors","distance",
5478,5242,5377,5425  5602  5652,0.55042,

"id","o_node","d_node","neighbors","distance",
5517,5272,5274,5296  5519  5516,0.027148,

"id","o_node","d_node","neighbors","distance",
5519,5274,5336,5517  5591,1.9101,

"id","o_node","d_node","neighbors","distance",
5521,5276,5344,4610  5602,0.062025,

"id","o_node","d_node","neighbors","distance",
5573,532,528,6556,0.063788,

"id","o_node","d_node","neighbors","distance",
5591,5336,5338,5519  5593,0.02036,

"id","o_node","d_node","neighbors","distance",
5593,5338,4641,4660  5591,1.4497,

"id","o_node","d_node","neighbors","distance",
5602,5344,5377,5478  5521  5652,0.024147,

"id","o_node","d_node","neighbors","distance",
5634,5367,5016,5177,1.2251,

"id","o_node","d_node","neighbors","distance",
5652,5377,5391,5478  5602  5759  5758,0.011119,

"id","o_node","d_node","neighbors","distance",
5759,5391,5454,5652  5758  5699,0.084571,

"id","o_node","d_node","neighbors","distance",
5758,5391,5582,5652  5759  5989,0.64509,

"id","o_node","d_node","neighbors","distance",
5699,5454,5387,5671  5759,0.10302,

"id","o_node","d_node","neighbors","distance",
4384,5462,4299,4385  5789,1.6867,

"id","o_node","d_node","neighbors","distance",
4385,5462,5203,5425  4384  5789,3.8084,

"id","o_node","d_node","neighbors","distance",
5782,5463,5520,4640  5866  5867,0.51438,

"id","o_node","d_node","neighbors","distance",
5789,5468,5462,4384  4385  5817,0.047584,

"id","o_node","d_node","neighbors","distance",
5817,5487,5468,5789  5942,0.20034,

"id","o_node","d_node","neighbors","distance",
5866,5520,6149,5782  5867  6670  6672  6677,2.819,

"id","o_node","d_node","neighbors","distance",
5867,5520,6207,5782  5866  6748  6753,2.37,

"id","o_node","d_node","neighbors","distance",
5942,5578,5487,5817  6670  6721,0.38581,

"id","o_node","d_node","neighbors","distance",
5979,5610,5117,5177  5300  5989  5981,1.4816,

"id","o_node","d_node","neighbors","distance",
5989,5610,5582,5758  5979  5981,0.069169,

"id","o_node","d_node","neighbors","distance",
5981,5610,5627,5979  5989  6012,0.035451,

"id","o_node","d_node","neighbors","distance",
6012,5627,5878,5981  6330  6331,1.2575,

"id","o_node","d_node","neighbors","distance",
5515,5641,5102,5296  5516  6037,1.2404,

"id","o_node","d_node","neighbors","distance",
5516,5641,5272,5296  5517  5515  6037,0.76233,

"id","o_node","d_node","neighbors","distance",
6037,5644,5641,5515  5516  6123,0.011119,

"id","o_node","d_node","neighbors","distance",
6123,5763,5644,6037  6190,1.7349,

"id","o_node","d_node","neighbors","distance",
6189,5816,5655,6190  6313,1.379,

"id","o_node","d_node","neighbors","distance",
6190,5816,5763,6123  6189  6313,1.3371,

"id","o_node","d_node","neighbors","distance",
6313,5863,5816,6189  6190  6330,0.24073,

"id","o_node","d_node","neighbors","distance",
6330,5878,5863,6012  6313  6331,0.10356,

"id","o_node","d_node","neighbors","distance",
6331,5878,5939,6012  6330  6405,0.2625,

"id","o_node","d_node","neighbors","distance",
6405,5939,5946,6331,0.04074,

"id","o_node","d_node","neighbors","distance",
6555,606,490,152  5034  6556,0.63522,

"id","o_node","d_node","neighbors","distance",
6556,606,532,152  5573  6555,0.2953,

"id","o_node","d_node","neighbors","distance",
6670,6149,5578,5866  5942  6672  6677  6721,2.6355,

"id","o_node","d_node","neighbors","distance",
6672,6149,6153,5866  6670  6677  7064,0.030146,

"id","o_node","d_node","neighbors","distance",
6677,6153,6149,5866  6670  6672  7064,0.030146,

"id","o_node","d_node","neighbors","distance",
6721,6184,5578,5942  6670  6752,2.1267,

"id","o_node","d_node","neighbors","distance",
6748,6207,6245,5867  6797  6798  6753,0.14375,

"id","o_node","d_node","neighbors","distance",
6768,6223,6241,6804,0.15292,

"id","o_node","d_node","neighbors","distance",
6797,6245,6268,6748  6798  6826,0.13391,

"id","o_node","d_node","neighbors","distance",
6798,6245,6270,6748  6797  6826  6804  6830,0.14692,

"id","o_node","d_node","neighbors","distance",
6826,6268,6270,6797  6798  6804  6830,0.013025,

"id","o_node","d_node","neighbors","distance",
6804,6270,6223,6768  6798  6826  6830,0.36115,

"id","o_node","d_node","neighbors","distance",
6830,6270,6435,6798  6826  6804,1.7932,

"id","o_node","d_node","neighbors","distance",
6752,6429,6184,6721  6753,2.121,

"id","o_node","d_node","neighbors","distance",
6753,6429,6207,5867  6748  6752,2.0231,

"id","o_node","d_node","neighbors","distance",
7064,6446,6153,6672  6677,3.1002,

"id","o_node","d_node","neighbors","distance",
7509,937,908,221,0.45818,

"id","o_node","d_node","neighbors","distance",
119,943,1103,127,0.44711,

